Site;Potfolio;Status;Estado;Cidade;Latitude_Decimal;Longitude_Decimal;Primeiro;Origem;Dispo;Classe;Data;Pred;Total;Estrutura;Extensao;Tipo;Reforco;Cliente_1;Cliente_2;Cliente_3;Cliente_4;Cliente_5;Estacao
1516;A;Active;ES;Vitória;-50,622485;-42,825546;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;1004122125
1517;C;Active;ES;Vitória;-3,436543;-48,252258;H;A;Y;C;29/04/2015;0;60.5;60.5;N;Monopole;N;;X;;;;1004138056
1518;A;Active;ES;Vitória;-55,825226;-43,663255;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004139508
1519;A;Active;ES;Vitória;-55,835226;-43,665561;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004140166
1520;A;Active;ES;Vitória;-55,842483;-43,655553;E;A;Y;C;19/11/2014;;;30.3;N;Self Support;N;;;;;;1004140298
1521;A;Active;ES;Vitória;-55,258221;-43,643255;E;A;Y;C;19/11/2014;;;12;N;Self Support;N;;;;;;1004146440
1522;A;Active;ES;Vitória;-55,362488;-43,53222;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004146490
1523;A;Active;ES;Vitória;-55,365222;-43,564504;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004159720
1524;A;Active;ES;Vitória;-52,522431;-48,642264;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004159762
1525;A;Active;ES;Vitória;-52,545568;-48,644033;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004160230
1526;A;Active;ES;Vitória;-52,322254;-45,224048;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004160655
1527;A;Active;ES;Vitória;-54,550652;-45,222524;E;A;Y;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;1004160744
1528;A;Active;ES;Vitória;-52,844224;-45,803242;E;A;Y;C;19/11/2014;;;30.1;N;Self Support;N;;;;;;1004237186
1529;A;Active;ES;Vitória;-52,854225;-45,843242;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1001600905
1530;C;Active;ES;Vitória;-50,004824;-42,480623;G;B;Y;C;28/11/2005;0;50;50;N;Self Support;N;;X;;;;659108364
1531;A;Active;ES;Vitória;-50,556266;-42,624524;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1005711710
1532;C;Active;ES;Vitória;-50,005222;-42,484466;H;B;Y;C;24/11/2017;0;30;30;;Self Support;;;;;;;641272170
1533;A;Active;ES;Vitória;-3,504455;-44,254523;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;659108313
1534;A;Active;ES;Vitória;-50,005265;-42,482289;E;A;N;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;684135817
1535;A;Active;ES;Vitória;-3,864459;-42,224244;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;683598473
1536;A;Active;ES;Vitória;-3,328203;-42,542284;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;684767686
1537;A;Active;ES;Vitória;-50,56044;-44,542234;E;A;Y;C;19/11/2014;0;29.7;29.7;N;Self Support;N;;;;;;683574302
1538;A;Active;ES;Vitória;-50,550444;-42,655524;E;A;Y;C;19/11/2014;;;17.6;N;Self Support;N;;;;;;688544312
1539;C;Active;ES;Vitória;-50,622306;-40,442522;H;B;Y;C;30/03/2017;0;60;60;;Self Support;;;;;;;689486979
1540;A;Active;ES;Vitória;-55,005457;-45,603245;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;682914096
1541;A;Active;ES;Vitória;-55,245225;-40,554453;A;A;Y;C;01/09/2017;0;30;30;;Guyed;;;;;;;687203163
1542;A;Active;ES;Vitória;-54,604446;-40,46228;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;682914100
1543;D;Active;ES;Vitória;-54,645845;-40,543505;I;A;Y;C;30/06/2012;;;40;Y;Self Support;Y;;;;;;682914070
1544;A;Active;ES;Vitória;-54,620528;-40,423225;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;687271762
1545;A;Active;ES;Vitória;-54,230523;-40,455058;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;689486952
1546;A;Active;ES;Vitória;-54,24365;-40,503252;E;A;Y;C;19/11/2014;;;30.98;N;Self Support;N;;;;;;698425839
1547;A;Active;ES;Vitória;-54,628244;-40,522286;E;A;N;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;689487010
1548;A;Active;ES;Vitória;-54,524244;-40,554555;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;689983182
1549;A;Active;ES;Vitória;-54,640456;-40,553226;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;687203104
1550;A;Active;ES;Vitória;-54,645529;-40,564554;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;697351092
1551;A;Active;ES;Vitória;-54,645284;-40,548555;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;696645726
1552;C;Active;ES;Vitória;-54,522628;-40,468668;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;683902539
1553;D;Active;ES;Vitória;-54,524283;-40,420053;G;A;Y;C;31/08/2012;;;40;N;Self Support;N;;;;;;687986397
1554;A;Active;ES;Vitória;-52,425443;-48,280452;E;A;N;C;19/11/2014;;;72;N;Self Support;N;;;;;;1001619517
1555;A;Active;ES;Vitória;-52,445244;-48,440652;E;A;Y;C;19/11/2014;;;72.5;N;Self Support;N;;X;;;;684052970
1556;A;Active;ES;Vitória;-52,454225;-48,228035;E;A;Y;C;19/11/2014;0;8;8;N;Self Support;N;;;;;;1000369053
1557;C;Active;ES;Vitória;-56,4255;-43,06634;E;B;Y;C;17/12/2009;0;30;30;N;Monopole;N;;X;;;;698426258
1558;C;Active;ES;Vitória;-56,4855;-43,03465;E;B;Y;C;04/09/2009;0;45;45;Y;Self Support;Y;;X;;;;695491709
1559;E;Active;ES;Vitória;-56,434858;-43,02235;D;A;Y;C;06/12/2013;0;45;45;N;Self Support;N;;;;;;684655608
1560;B;Active;ES;Vitória;-56,540245;-43,083258;E;A;N;C;01/03/2011;0;20;20;N;Monopole;N;;X;;;;684135949
1561;A;Active;ES;Vitória;-56,540245;-43,083258;E;B;Y;C;28/07/2013;;20;20;N;Monopole;N;;;;;;693019913
1562;C;Active;ES;Vitória;-56,453644;-43,08434;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;X;;;1000992265
1563;E;Active;ES;Vitória;-56,583456;-43,033224;D;A;Y;C;06/12/2013;0;35;45;N;Self Support;N;;;;;;1006948586
1564;C;Active;ES;Vitória;-56,440462;-43,066335;H;A;Y;C;29/04/2015;;;42;N;Self Support;N;;X;X;;;684498308
1565;C;In Development;ES;Vitória;-56,530406;-43,508556;G;B;Y;C;;;;40;;Self Support;;;;;;;689983190
1566;C;In Development;ES;Vitória;-56,523806;-43,030322;G;B;Y;C;;;;30;;Camouflage;;;;;;;695462067
1567;A;Active;ES;Vitória;-52,445548;-43,224435;E;A;Y;C;19/11/2014;0;50.8;50.8;N;Self Support;N;;;;;;1001860370
1568;C;Active;ES;Vitória;-52,446264;-43,220838;H;A;Y;C;29/04/2015;;;55.1;N;Self Support;N;;X;;;;684498332
1569;A;Active;ES;Vitória;-52,504543;-43,444289;E;A;N;C;19/11/2014;0;29;29;N;Self Support;N;;;;;;697352277
1570;D;Active;ES;Vitória;-52,222321;-43,422845;G;A;Y;C;30/06/2012;0;47.6;47.6;N;Self Support;N;;;;;;1001785298
1571;A;Active;ES;Vitória;-52,555456;-43,585244;E;A;N;C;19/11/2014;0;39.5;39.5;N;Self Support;N;;;;;;686817559
1572;A;Active;ES;Vitória;-54,608863;-45,842325;E;A;Y;C;19/11/2014;0;12;12;N;Self Support;N;;;;;;687581559
1573;A;Active;ES;Vitória;-54,450455;-43,42556;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;692284729
1574;A;Active;ES;Vitória;-55,455224;-40,084259;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;684577305
1575;A;Active;ES;Vitória;-55,455225;-40,545562;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;692876316
1576;A;Active;ES;Vitória;-55,482485;-40,522225;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;671077465
1577;A;Active;ES;Vitória;-55,442484;-40,508502;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;1001288928
1578;A;Active;ES;Vitória;-55,484345;-40,528853;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1001733654
1579;C;Active;ES;Vitória;-3,856222;-42,402667;H;B;Y;C;16/11/2017;0;70;70;;Self Support;;;;;;;697591360
1580;C;Active;ES;Vitória;-55,263263;-44,833358;G;B;Y;C;27/03/2006;0;50;50;N;Self Support;N;;X;;;;1001105025
1581;A;Active;ES;Vitória;-55,824485;-44,222452;E;A;Y;C;19/11/2014;0;41.2;41.2;N;Self Support;N;;;;;;1007243853
1582;A;Active;ES;Vitória;-55,24248;-44,303256;E;A;Y;C;19/11/2014;;;31.6;N;Self Support;N;;X;;;;1007243861
1583;A;Active;ES;Vitória;-55,640446;-45,020464;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;1007337670
1584;A;Active;ES;Vitória;-55,422428;-44,346535;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;686817532
1585;A;Active;ES;Vitória;-55,424252;-44,352407;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;671009729
1586;A;Active;ES;Vitória;-55,424422;-44,320465;A;A;N;C;19/11/2014;0;40;40;;Self Support;;;;;;;671009800
1587;C;Active;ES;Vitória;-55,805444;-43,484659;H;A;Y;C;29/04/2015;;;61;N;Self Support;N;;;;;;671053744
1588;D;Active;ES;Vitória;-55,802623;-43,480561;G;A;Y;C;30/03/2012;;;40;N;Self Support;N;;;;;;679336770
1589;C;Active;ES;Vitória;-54,654256;-42,346026;G;B;Y;C;05/05/2006;0;40;40;N;Self Support;N;;X;;;;682803774
1590;C;Active;ES;Vitória;-54,583681;-42,355466;H;B;Y;C;02/10/2017;0;60;60;;Self Support;;;;;;;682803863
1591;C;Active;ES;Vitória;-55,042341;-48,444484;G;B;Y;C;27/03/2009;0;41;41;N;Self Support;N;;;;;;682910007
1592;C;Active;ES;Vitória;-50,842222;-48,546489;H;A;Y;C;30/09/2015;;;61.36;N;Self Support;N;;X;;;;682910066
1593;D;Active;ES;Vitória;-50,844446;-48,545645;G;A;Y;C;30/06/2012;;;40;N;Self Support;N;;;;;;682910520
1594;E;Active;ES;Vitória;-55,454422;-40,24452;H;A;Y;C;29/11/2013;;;50;N;Self Support;N;;;;;;682912301
1595;A;Active;ES;Vitória;-54,46552;-45,842289;E;A;N;C;19/11/2014;;;42;N;Self Support;N;;;;;;682912336
1596;A;Active;ES;Vitória;-54,533449;-45,688526;E;A;Y;C;19/11/2014;0;50.5;50.5;N;Self Support;N;;;;;;683027115
1597;A;Active;ES;Vitória;-54,605586;-45,682865;E;A;Y;C;19/11/2014;0;28.2;28.2;N;Self Support;N;;;;;;683027131
1598;A;Active;ES;Vitória;-54,424442;-45,282288;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;683134370
1599;A;Active;ES;Vitória;-54,454445;-42,554526;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;683134450
1600;A;Active;ES;Vitória;-54,452085;-42,022042;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;683134540
1601;A;Active;ES;Vitória;-54,588224;-42,525442;E;A;Y;C;19/11/2014;0;82;82;N;Self Support;N;;;;;;683134663
1602;A;Active;ES;Vitória;-54,525223;-42,550069;E;A;Y;C;19/11/2014;;;42;N;Self Support;N;;;;;;683172875
1603;A;Active;ES;Vitória;-54,52243;-42,282235;E;A;Y;C;19/11/2014;0;45;45;N;Self Support;N;;X;;;;683173146
1604;A;Active;ES;Vitória;-52,38243;-42,253246;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;683263455
1605;A;Active;ES;Vitória;-55,486227;-42,345542;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;683266527
1606;A;Active;ES;Vitória;-55,552482;-42,342259;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;683266535
1607;A;Active;ES;Vitória;-55,543245;-42,856289;E;A;Y;C;19/11/2014;0;12;12;N;Self Support;N;;;;;;683266543
1608;A;Active;ES;Vitória;-55,582488;-42,834036;E;A;Y;C;19/11/2014;;;42;N;Self Support;N;;;;;;683454153
1609;A;Active;ES;Vitória;-52,246222;-40,235569;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;683454188
1610;A;Active;ES;Vitória;-52,242488;-40,224221;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;683531387
1611;A;Active;ES;Vitória;-52,288222;-40,435055;E;A;Y;C;19/11/2014;;;41;N;Self Support;N;;X;;;;683531441
1612;A;Active;ES;Vitória;-52,255254;-40,200425;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;683531492
1613;A;Active;ES;Vitória;-52,568638;-40,308545;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;683842714
1614;A;Active;ES;Vitória;-52,454223;-40,538555;E;A;Y;C;19/11/2014;0;23;23;N;Self Support;N;;;;;;683842722
1615;A;Active;ES;Vitória;-52,442488;-40,225568;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;683842803
1616;A;Active;ES;Vitória;-52,225222;-40,458503;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;683858971
1617;C;Active;ES;Vitória;-52,325558;-48,44052;E;B;Y;B;08/06/2009;56;60;4;N;Mastil;N;;X;;;;683859013
1618;A;Active;ES;Vitória;-52,355282;-48,406025;H;A;Y;C;20/04/2015;0;30;30;;Self Support;;;X;;;;683877879
1619;B;Active;ES;Vitória;-52,384066;-48,454032;A;A;Y;B;19/11/2014;0;3;3;N;Mastil;N;;;;;;684213176
1620;E;Active;ES;Vitória;-52,325228;-48,552543;D;A;N;B;06/12/2013;33;39;6;N;Mastil;N;;;;;;684415852
1621;B;Active;ES;Vitória;-54,006356;-48,434246;E;A;Y;B;01/03/2011;70;73;3;N;Special Rooftop;N;;;;;;684429241
1622;C;Active;ES;Vitória;-52,328806;-48,42225;H;A;Y;C;29/04/2015;0;30;30;N;Monopole;N;;X;;;;684435900
1623;C;Active;ES;Vitória;-52,325566;-48,554654;G;B;Y;B;21/02/2006;;52.5;6;N;Mastil;N;;;;;;684545586
1624;D;Active;ES;Vitória;-52,364443;-48,424209;I;A;Y;B;19/11/2014;0;3;3;N;Mastil;N;;;;;;684545683
1625;B;Active;ES;Vitória;-52,383066;-48,452545;E;A;Y;B;01/03/2011;60;66;6;N;Mastil;N;;X;;;;684545691
1626;C;Active;ES;Vitória;-54,004066;-48,502543;H;A;Y;B;29/04/2015;;;12;N;Mastil;N;;X;;;;684581531
1627;D;Active;ES;Vitória;-52,365056;-48,504367;G;A;Y;C;30/06/2012;;;30;N;Self Support;N;;;;;;684594331
1628;C;Active;ES;Vitória;-52,324547;-48,424586;E;B;Y;C;05/10/2010;0;44;44;N;Self Support;N;;X;X;;;684615495
1629;A;Active;ES;Vitória;-52,355523;-48,465553;E;A;N;C;19/11/2014;0;62.4;62.4;N;Self Support;N;;X;;;;684615835
1630;C;Active;ES;Vitória;-54,006844;-48,524486;H;A;Y;B;29/04/2015;;;2;N;Mastil;N;;X;;;;684649802
1631;A;Active;ES;Vitória;-52,343065;-48,440536;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;684649853
1632;C;Active;ES;Vitória;-52,366843;-48,503208;H;A;Y;B;29/04/2015;;;2;N;Mastil;N;;;;;;684679981
1633;C;Active;ES;Vitória;-52,350256;-48,420243;E;B;Y;C;27/09/2012;0;40.1;40.1;N;Monopole;N;;X;;;;684745623
1634;A;Active;ES;Vitória;-52,282434;-48,556554;E;A;Y;C;19/11/2014;0;29.9;29.9;N;Self Support;N;;;;;;684806959
1635;C;Active;ES;Vitória;-52,320451;-48,555445;H;A;Y;B;29/04/2015;28;30;2;N;Mastil;N;;;;;;684848465
1636;C;Active;ES;Vitória;-52,342623;-48,424486;E;B;Y;C;24/08/2012;0;40;40;N;Monopole;N;;X;;;;684848481
1637;A;Active;ES;Vitória;-52,265283;-48,648038;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;684926288
1638;C;Active;ES;Vitória;-52,332252;-48,525546;H;A;N;C;29/04/2015;0;12;12;N;Monopole;N;;;;;;687198496
1639;A;Active;ES;Vitória;-52,254223;-48,520453;E;A;Y;C;19/11/2014;0;29.5;29.5;N;Self Support;N;;;;;;687224055
1640;C;Active;ES;Vitória;-52,326844;-48,453208;H;A;Y;C;29/04/2015;;;35;N;Monopole;N;;X;;;;687304261
1641;D;Active;ES;Vitória;-52,343443;-48,445533;G;A;N;C;31/08/2012;0;35;35;N;Monopole;N;;X;;;;687304288
1642;A;Active;ES;Vitória;-52,323652;-48,506387;E;A;Y;C;19/11/2014;0;33.5;33.5;N;Self Support;N;;X;;;;687461103
1643;C;Active;ES;Vitória;-54,004284;-48,522265;H;A;Y;B;29/04/2015;;61.5;2;N;Mastil;N;;X;;;;687461170
1644;C;Active;ES;Vitória;-52,322434;-48,500453;E;B;Y;B;27/11/2012;10;19;9;N;Mastil;N;;;;;;688149731
1645;D;Active;ES;Vitória;-52,333464;-48,464343;I;A;Y;B;19/11/2014;0;4;4;N;Mastil;N;;;;;;688538959
1646;C;Active;ES;Vitória;-52,34235;-48,482265;H;A;Y;C;29/04/2015;0;46;46;N;Monopole;N;;X;;;;689164300
1647;D;Active;ES;Vitória;-52,306284;-48,443203;I;A;N;B;19/11/2014;0;4;4;N;Mastil;N;;;;;;689234899
1648;E;Active;ES;Vitória;-52,334284;-48,485533;D;A;Y;B;06/12/2013;35;41;6;N;Mastil;N;;;;;;689274114
1649;C;Active;ES;Vitória;-52,336006;-48,482264;H;A;Y;B;29/04/2015;;;3;N;Mastil;N;;;;;;689315546
1650;D;Active;ES;Vitória;-52,342435;-48,502264;I;A;N;B;19/11/2014;0;3;3;N;Mastil;N;;X;;;;689390327
1651;E;Active;ES;Vitória;-52,385682;-48,440405;D;A;Y;B;06/12/2013;42;52;10;N;Mastil;N;;;;;;689392664
1652;C;Active;ES;Vitória;-52,334423;-48,432222;H;A;Y;C;29/04/2015;0;17;17;N;Monopole;N;;;;;;690341490
1653;D;Active;ES;Vitória;-52,385844;-48,555826;I;A;Y;B;19/11/2014;0;4;4;N;Mastil;N;;;;;;690341555
1654;E;Active;ES;Vitória;-52,368604;-48,453652;D;A;Y;C;06/12/2013;0;60;60;N;Self Support;N;;X;;;;690342217
1655;C;Active;ES;Vitória;-52,346284;-48,460537;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;X;;;;690357915
1656;D;Active;ES;Vitória;-52,33045;-48,424209;I;A;Y;B;19/11/2014;0;4.8;4.8;N;Mastil;N;;;;;;690357923
1657;E;Active;ES;Vitória;-52,328226;-48,484828;D;A;Y;B;06/12/2013;53;59;6;N;Mastil;N;;;;;;690474075
1658;C;Active;GO;Goiânia;-52,335222;-48,480655;H;A;Y;B;29/04/2015;;;5;N;Mastil;N;;;;;;690558341
1659;D;Active;GO;Goiânia;-54,004228;-48,542265;I;A;Y;B;19/11/2014;0;2.5;2.5;N;Mastil;N;;;;;;690758804
1660;C;Active;GO;Goiânia;-52,334852;-48,55652;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;;;;;692196790
1661;D;Active;GO;Goiânia;-54,003444;-48,554032;I;A;Y;B;19/11/2014;37;40;3;N;Mastil;N;;X;;;;692198520
1662;E;Active;GO;Goiânia;-52,825052;-48,428484;D;A;Y;C;06/12/2013;0;40;40;N;Self Support;N;;;;;;692198725
1663;A;Active;GO;Goiânia;-52,326656;-48,422546;H;A;Y;C;29/04/2015;0;40;40;;Monopole;;;X;;;;692612190
1664;D;Active;GO;Goiânia;-52,355434;-48,464855;I;A;Y;B;19/11/2014;0;3;3;N;Mastil;N;;;;;;692898190
1665;C;Active;GO;Goiânia;-52,352623;-48,406208;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;;;;;695289993
1666;D;Active;GO;Goiânia;-54,008883;-48,464655;I;A;Y;B;19/11/2014;0;4.9;4.9;N;Mastil;N;;;;;;695331035
1667;E;Active;GO;Goiânia;-54,002622;-48,505387;D;A;Y;B;06/12/2013;65;70;5;N;Mastil;N;;;;;;695353063
1668;C;Active;GO;Goiânia;-52,322435;-48,502543;H;A;Y;C;29/04/2015;;;25;N;Monopole;N;;X;;;;695353187
1669;D;Active;GO;Goiânia;-52,346284;-48,505555;I;A;Y;B;19/11/2014;0;5.2;5.2;N;Mastil;N;;;;;;695600249
1670;C;Active;GO;Goiânia;-52,300648;-48,444852;H;A;Y;C;29/04/2015;;;38;N;Monopole;N;;;X;;;696642280
1671;D;Active;GO;Goiânia;-52,332552;-48,460826;I;A;Y;B;19/11/2014;24;27;3;N;Mastil;N;;;;;;697695646
1672;E;Active;GO;Goiânia;-52,363443;-48,503264;D;A;Y;B;06/12/2013;42;51.7;9.7;N;Mastil;N;;;;;;699732263
1673;C;Active;GO;Goiânia;-52,332552;-48,442853;H;A;Y;B;29/04/2015;;;5;N;Mastil;N;;;;;;699827612
1674;D;Active;GO;Goiânia;-52,332436;-48,432264;I;A;Y;B;19/11/2014;0;3.5;3.5;N;Mastil;N;;;;;;699940923
1675;E;Active;GO;Goiânia;-52,336566;-48,455208;D;A;Y;B;06/12/2013;55;60;5;N;Mastil;N;;;;;;1000278163
1676;C;Active;GO;Goiânia;-52,324835;-48,504655;H;A;Y;B;29/04/2015;18;21;3;N;Mastil;N;;X;;;;1000278279
1677;D;Active;GO;Goiânia;-54,00436;-48,454283;I;A;Y;B;19/11/2014;19;22;3;N;Mastil;N;;X;;;;1000298512
1678;C;Active;GO;Goiânia;-52,344284;-48,422546;H;A;Y;B;29/04/2015;;;10;N;Mastil;N;;X;;;;1001608191
1679;D;Active;GO;Goiânia;-52,824545;-48,44048;I;A;N;C;19/11/2014;;;41;N;Self Support;Y;;;;;;1001729207
1680;E;Active;GO;Goiânia;-52,348506;-48,483486;D;A;Y;C;06/12/2013;;;50;N;Monopole;N;;;;;;1001808964
1681;C;Active;GO;Goiânia;-52,388506;-48,422264;H;A;Y;B;29/04/2015;;;2;N;Mastil;N;;;;;;1001833810
1682;D;Active;GO;Goiânia;-52,328228;-48,445385;I;A;N;C;19/11/2014;0;35;35;N;Self Support;N;;;;;;1001889786
1683;E;Active;GO;Goiânia;-52,385006;-48,462264;D;A;N;B;06/12/2013;37;43;6;N;Mastil;N;;X;;;;1001994113
1684;C;Active;GO;Goiânia;-52,382351;-48,550453;H;A;Y;C;29/04/2015;0;25;25;N;Monopole;N;;X;;;;1001994237
1685;D;Active;GO;Goiânia;-52,324282;-48,456258;I;A;Y;C;19/11/2014;0;31.4;31.4;N;Self Support;N;;;;;;1002094876
1686;E;Active;GO;Goiânia;-52,385451;-48,500042;D;A;Y;C;06/12/2013;0;61;61;N;Monopole;N;;;;;;1002250878
1687;C;Active;GO;Goiânia;-52,346007;-48,422858;H;A;Y;C;29/04/2015;;;24;N;Monopole;N;;X;;;;1002262078
1688;D;Active;GO;Goiânia;-52,36642;-48,46435;I;A;Y;C;19/11/2014;;;24;N;Self Support;N;;;;;;1002329431
1689;E;Active;GO;Goiânia;-52,343834;-48,442264;D;A;Y;C;06/12/2013;;;40;N;Monopole;N;;;;;;1002381140
1690;C;Active;GO;Goiânia;-52,324443;-48,434425;H;A;Y;C;29/04/2015;;;36;N;Monopole;N;;;;;;1002409141
1691;D;Active;GO;Goiânia;-52,835522;-48,443209;I;A;Y;C;19/11/2014;;;42;N;Self Support;N;;;;;;1002450940
1692;E;Active;GO;Goiânia;-52,346566;-48,405825;D;A;Y;B;26/06/2014;45;51;6;N;Mastil;N;;;;;;1002463898
1693;C;Active;GO;Goiânia;-52,364506;-48,432854;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;1002464029
1694;D;Active;GO;Goiânia;-54,004836;-48,523486;I;A;N;C;19/11/2014;0;42;42;N;Self Support;N;;;;;;1002464509
1695;C;Active;GO;Goiânia;-52,388228;-48,482264;H;A;Y;C;29/04/2015;;;42;N;Monopole;N;;X;;;;1002557671
1696;D;Active;GO;Goiânia;-52,344229;-48,428032;I;A;N;C;19/11/2014;;;60;N;Self Support;N;;;;;;1002557744
1697;C;Active;GO;Goiânia;-52,342435;-48,442859;H;A;Y;C;29/04/2015;;;37;N;Monopole;N;;X;X;;;1002557817
1698;D;Active;GO;Goiânia;-52,356843;-48,464487;I;A;N;C;19/11/2014;0;62.4;62.4;N;Self Support;N;;X;;;;1002560885
1699;C;Active;GO;Goiânia;-52,832557;-48,480826;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;X;;;1002560907
1700;D;Active;GO;Goiânia;-52,30045;-48,406385;I;A;N;C;19/11/2014;;;40;N;Self Support;N;;;;;;1002561156
1701;C;Active;GO;Goiânia;-52,384835;-48,556554;H;A;Y;B;29/04/2015;;;3;N;Mastil;N;;;;;;1002568304
1702;D;Active;GO;Goiânia;-54,052842;-48,425046;I;A;N;C;19/11/2014;;;40;N;Self Support;N;;;;;;1002571291
1703;C;Active;GO;Goiânia;-52,323065;-48,555387;H;A;Y;C;29/04/2015;;;35;N;Self Support;N;;;;;;1002571445
1704;C;Active;GO;Goiânia;-54,005883;-48,552056;H;A;Y;B;29/04/2015;;;2;N;Mastil;N;;;;;;1002613547
1705;C;Active;GO;Goiânia;-52,325242;-48,50022;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;X;;;;1002633262
1706;C;Active;GO;Goiânia;-52,363835;-48,425552;H;A;Y;B;29/04/2015;;;3;N;Mastil;N;;;;;;1002656017
1707;D;Active;GO;Goiânia;-52,883484;-48,464438;A;A;Y;C;15/12/2017;0;30;30;;Self Support;;;;;;;1002750862
1708;C;Active;GO;Goiânia;-52,385284;-48,488654;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;1002779038
1709;C;Active;GO;Goiânia;-52,382222;-48,434889;H;A;Y;C;30/09/2015;;;30;N;Self Support;N;;X;;;;1002807970
1710;C;Active;GO;Goiânia;-54,003065;-48,462854;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;X;;;1002862962
1711;C;Active;GO;Goiânia;-52,346005;-48,438033;H;A;Y;C;29/04/2015;;;30;N;Monopole;N;;X;;;;1002897359
1712;C;Active;GO;Goiânia;-52,334652;-48,436555;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;;;;;1002897430
1713;C;Active;GO;Goiânia;-52,35045;-48,435441;H;A;Y;C;29/04/2015;;;45;N;Monopole;N;;;;;;1002899475
1714;C;Active;GO;Goiânia;-52,345544;-48,442306;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;1002899726
1715;C;Active;GO;Goiânia;-52,358285;-48,430825;H;A;Y;C;29/04/2015;;;30;N;Self Support;N;;X;;;;1002899785
1716;C;Active;GO;Goiânia;-52,848223;-48,425552;H;A;Y;C;29/04/2015;;;50;N;Monopole;N;;;;;;1002899890
1717;C;Active;GO;Goiânia;-52,352623;-48,454424;H;A;Y;C;29/04/2015;;;13;N;Self Support;N;;;;;;1002899998
1718;C;Active;GO;Goiânia;-52,320228;-48,482545;H;A;Y;C;29/04/2015;;;24;N;Monopole;N;;;;;;1002900023
